"id","feature","fc","pval","qval","geneNames"
"MSTRG.14854","gene",0.81689062852029,6.11644614694207e-05,0.00436313237503202,"STOM"
"MSTRG.2042","gene",0.832241444825075,6.14767478461786e-05,0.00436313237503202,"PDCD4"
"MSTRG.5647","gene",3.70466073259585,6.20221579074043e-05,0.00436313237503202,"WWP2"
"MSTRG.11503","gene",0.850844917350919,6.2280610091614e-05,0.00436313237503202,"SCAMP1"
"MSTRG.12504","gene",0.856298373950268,6.22895305972815e-05,0.00436313237503202,"MAN1A1"
"MSTRG.14515","gene",0.866818929482633,6.27076513809444e-05,0.00436313237503202,"RPS6"
"MSTRG.7482","gene",1.21058982796566,6.39300573934687e-05,0.0043904174480086,"ARHGEF1"
"MSTRG.10856","gene",0.842297889476308,6.69702794118265e-05,0.00454024150679152,"PDGFRA"
"MSTRG.7525","gene",0.27947415700149,6.91436831805614e-05,0.00462825059061783,"ZNF227"
"MSTRG.9056","gene",0.83320778202429,7.01957722739621e-05,0.0046399405473089,"NORAD"
"MSTRG.15456","gene",0.829027189622081,7.34279262808446e-05,0.0047015995158728,"RPL39"
"MSTRG.592","gene",0.814792281426411,7.42636155562915e-05,0.0047015995158728,"LEPROT"
"MSTRG.592","gene",0.814792281426411,7.42636155562915e-05,0.0047015995158728,"LEPR"
"MSTRG.13326","gene",0.90018201173346,7.45505669265123e-05,0.0047015995158728,"CBX3"
"MSTRG.7383","gene",1.24029438290261,7.4685015002518e-05,0.0047015995158728,"RBM42"
"MSTRG.3062","gene",0.830595838726032,7.6229080715251e-05,0.00474234563320291,"C1S"
"MSTRG.28","gene",1.29365581409242,7.8826183473657e-05,0.00483867455988966,"AURKAIP1"
"MSTRG.2541","gene",1.22651308593882,7.96075428726173e-05,0.00483867455988966,"PLCB3"
"MSTRG.8477","gene",0.798527553933055,8.30078922293698e-05,0.00498801970578304,"RBMS1"
"MSTRG.12476","gene",0.860469161244669,8.81198905300362e-05,0.00508123776827272,"MARCKS"
"MSTRG.8290","gene",0.793701829072133,8.81647213202275e-05,0.00508123776827272,"IL1R1"
"MSTRG.10307","gene",0.892245227663191,8.88713499080929e-05,0.00508123776827272,"MIR198"
"MSTRG.10307","gene",0.892245227663191,8.88713499080929e-05,0.00508123776827272,"FSTL1"
"MSTRG.13426","gene",1.22614274505566,9.03611279013949e-05,0.00508123776827272,"TBRG4"
"MSTRG.4419","gene",0.85244036634851,9.10657957848837e-05,0.00508123776827272,"NEK9"
"MSTRG.13667","gene",1.18237278434497,9.20041718666109e-05,0.00508123776827272,"GNB2"
"MSTRG.6680","gene",1.11757382163471,9.25641778322106e-05,0.00508123776827272,"DCXR"
"MSTRG.15202","gene",0.864492766989174,9.28719990797022e-05,0.00508123776827272,"SRPX"
"MSTRG.3900","gene",0.865370961355061,9.33032473973139e-05,0.00508123776827272,"TPT1"
"MSTRG.4788","gene",0.8202375018836,9.56819976964951e-05,0.00508123776827272,"FGF7"
"MSTRG.10122","gene",1.16618369555145,9.70967884207363e-05,0.00508123776827272,"NT5DC2"
"MSTRG.4755","gene",0.876598010901832,9.77339377605801e-05,0.00508123776827272,"B2M"
"MSTRG.14218","gene",0.691104381157218,9.81247573269561e-05,0.00508123776827272,"RBIS"
"MSTRG.11937","gene",1.07302679574447,9.86021831912431e-05,0.00508123776827272,"TMED9"
"MSTRG.1282","gene",0.812309288329685,0.000100026492221739,0.00508123776827272,"CFH"
"MSTRG.5186","gene",1.19748445698503,0.00010030245087278,0.00508123776827272,"TRAF7"
"MSTRG.11878","gene",0.842191717708294,0.00010119130946673,0.00508123776827272,"RARS1"
"MSTRG.314","gene",1.31815989219857,0.000101855371300474,0.00508123776827272,"SERINC2"
"MSTRG.3517","gene",0.802418678188974,0.000104363763098192,0.00515771569404896,"LUM"
"MSTRG.8916","gene",1.22191907836779,0.000107402575887594,0.00524155398369981,"SMOX"
"MSTRG.1190","gene",0.872314580068412,0.000108042621827398,0.00524155398369981,"PRRX1"
"MSTRG.3349","gene",0.922133078835882,0.000112351849762105,0.00540105983220008,"HNRNPA1"
"MSTRG.2177","gene",1.16331776746788,0.000115830228365033,0.00546961183051539,"CD151"
"MSTRG.1007","gene",0.888729065788317,0.000115846544065379,0.00546961183051539,"SEC22B"
"MSTRG.990","gene",0.881563032014137,0.000117187429428012,0.00547420330961445,"ASH1L"
"MSTRG.15373","gene",0.848535028468951,0.000118014216583973,0.00547420330961445,"SRPX2"
"MSTRG.3643","gene",0.852869421075189,0.000120438212825258,0.00553806321234751,"PPP1CC"
"MSTRG.14402","gene",1.12741544735722,0.000125880647675158,0.00567598934782237,"EEF1D"
"MSTRG.15180","gene",0.786818887620302,0.000126918926027564,0.00567598934782237,"SAT1"
"MSTRG.6663","gene",1.26113835269475,0.000127638994815937,0.00567598934782237,"HGS"
"MSTRG.11538","gene",0.838928982705502,0.000127759685265127,0.00567598934782237,"EDIL3"
"MSTRG.14949","gene",1.24903143035312,0.000128884419027697,0.00567598934782237,"WDR34"
"MSTRG.390","gene",1.33762976740953,0.000130311036138697,0.00567598934782237,"C1orf122"
"MSTRG.5726","gene",1.11396101605196,0.000130951342744767,0.00567598934782237,"COTL1"
"MSTRG.15447","gene",0.886437890947698,0.000134162935887971,0.00571356373622518,"IL13RA1"
"MSTRG.11604","gene",0.82149745367184,0.000134432144179186,0.00571356373622518,"NREP"
"MSTRG.8262","gene",1.21104473607968,0.000136410911764417,0.00571356373622518,"COX5B"
"MSTRG.7474","gene",1.34197503803119,0.000137226187670092,0.00571356373622518,"TGFB1"
"MSTRG.7275","gene",1.22845922999351,0.000138979401724804,0.00571356373622518,"IFI30"
"MSTRG.13229","gene",1.47127842480816,0.000139094687502728,0.00571356373622518,"NUDT1"
"MSTRG.4951","gene",1.34592851215567,0.000140563246472825,0.00571356373622518,"ISLR"
"MSTRG.7581","gene",1.12407621307,0.000140783204090944,0.00571356373622518,"SLC1A5"
"MSTRG.13457","gene",1.2031952167513,0.000142285710063472,0.00571356373622518,"ASL"
"MSTRG.13911","gene",1.21131754757866,0.00014265641648592,0.00571356373622518,"SLC4A2"
"MSTRG.11257","gene",1.3463058010821,0.000144333250123974,0.00571356373622518,"TERT"
"MSTRG.13459","gene",0.881828467219856,0.000144783952468641,0.00571356373622518,"TPST1"
"MSTRG.14149","gene",0.864374405128729,0.000146603734668682,0.00574252258465179,"IMPAD1"
"MSTRG.2536","gene",1.36899976614299,0.000149370316188335,0.00580786935296998,"NUDT22"
"MSTRG.10364","gene",1.18725218994834,0.000152888392927153,0.00588119366559278,"MCM2"
"MSTRG.9561","gene",1.23786842626385,0.000153480470093004,0.00588119366559278,"AP1B1"
"MSTRG.5578","gene",0.779637402929445,0.000157926835051558,0.0060080367176449,"CKLF"
"MSTRG.8871","gene",1.20345210861157,0.000160842947299011,0.00602016638279811,"THAP4"
"MSTRG.2566","gene",1.20548211889383,0.000161074983213938,0.00602016638279811,"CAPN1"
"MSTRG.2105","gene",0.859131389711829,0.000161661048857287,0.00602016638279811,"ZRANB1"
"MSTRG.9088","gene",0.685781511604093,0.000163965249566633,0.00606327440355494,"LBP"
"MSTRG.5075","gene",1.16089151706253,0.000166491601112373,0.00611394157418214,"FURIN"
"MSTRG.11561","gene",0.848462719827735,0.000169104320996816,0.0061140610092365,"GLRX"
"MSTRG.15480","gene",0.90475130172591,0.000169472904710144,0.0061140610092365,"ZDHHC9"
"MSTRG.12524","gene",0.877778258578462,0.000169963496285508,0.0061140610092365,"LAMA2"
"MSTRG.11348","gene",0.855493264168808,0.00017976309453549,0.00637169313355715,"OSMR"
"MSTRG.154","gene",1.18063305855482,0.000180461744149873,0.00637169313355715,"PLEKHM2"
"MSTRG.3156","gene",0.868607415250059,0.00018074016074765,0.00637169313355715,"RECQL"
"MSTRG.14290","gene",0.851044659492078,0.000184222396613754,0.00641402562181955,"KLF10"
"MSTRG.14208","gene",0.729765847579512,0.00018545816597082,0.00641402562181955,"."
"MSTRG.13382","gene",0.824457058137193,0.000185986148069195,0.00641402562181955,"SEPTIN7"
"MSTRG.1356","gene",0.772647777024701,0.000187090640207055,0.00641402562181955,"HSD11B1"
"MSTRG.6604","gene",1.29105134226071,0.00018800566781052,0.00641402562181955,"TK1"
"MSTRG.1197","gene",1.28843031681827,0.000193739733436948,0.00656373115561674,"."
"MSTRG.7307","gene",1.2634452587455,0.000195822269841939,0.00656373115561674,"TMEM161A"
"MSTRG.1664","gene",0.894151541348333,0.000196117534528639,0.00656373115561674,"ITGB1"
"MSTRG.1664","gene",0.894151541348333,0.000196117534528639,0.00656373115561674,"SNORA86"
"MSTRG.14251","gene",0.818510032215117,0.000198118023628235,0.00658898181727112,"UQCRB"
"MSTRG.10244","gene",0.905533624981962,0.000201977633526473,0.00665111728503913,"DCBLD2"
"MSTRG.10704","gene",1.13098576785542,0.000202501868928007,0.00665111728503913,"TACC3"
"MSTRG.8039","gene",0.880762903277672,0.000203783136420665,0.00665188410736098,"MCFD2"
"MSTRG.5816","gene",1.15966123764324,0.000208587966634699,0.00672316776574093,"MYO1C"
"MSTRG.4355","gene",1.12362462015891,0.000208926313731705,0.00672316776574093,"ACTN1"
"MSTRG.2589","gene",1.15253408485464,0.000212936905783501,0.00672316776574093,"CFL1"
"MSTRG.5654","gene",1.19340371316663,0.000213315166277539,0.00672316776574093,"ST3GAL2"
"MSTRG.7266","gene",1.24359764960392,0.00021466785362767,0.00672316776574093,"PGLS"
"MSTRG.3141","gene",0.809500318748895,0.000215674670634547,0.00672316776574093,"MGP"
"MSTRG.768","gene",0.881495279545095,0.000216341314483337,0.00672316776574093,"AHCYL1"
"MSTRG.7701","gene",1.08695663500201,0.000216945745610042,0.00672316776574093,"PPP2R1A"
"MSTRG.13556","gene",0.811803253806365,0.000217409547644043,0.00672316776574093,"CD36"
"MSTRG.15358","gene",0.816567008311787,0.000219129121078909,0.00673694646665856,"SH3BGRL"
"MSTRG.1090","gene",1.179984500414,0.000222172864164705,0.00679104107342751,"LMNA"
"MSTRG.2307","gene",0.894513266270782,0.000226751224458144,0.00689115215479692,"LDHA"
"MSTRG.8592","gene",0.842730612247413,0.00022960368998759,0.00693796750088214,"TFPI"
"MSTRG.6971","gene",1.13079609027933,0.000243792476817717,0.00732485578075049,"AP3D1"
"MSTRG.6666","gene",1.08946792466567,0.000246232586193162,0.00733202643099963,"P4HB"
"MSTRG.6945","gene",1.50274587530632,0.000246804217987506,0.00733202643099963,"ATP5F1D"
"MSTRG.11549","gene",0.628646311431223,0.000258922544332907,0.00762990143926823,"CETN3"
"MSTRG.4261","gene",0.88200371684833,0.000262075394365624,0.00762990143926823,"PSMC6"
"MSTRG.7201","gene",1.22191454857682,0.000263173165198749,0.00762990143926823,"NACC1"
"MSTRG.11140","gene",0.89369784007099,0.000263900423675523,0.00762990143926823,"RPS3A"
"MSTRG.3848","gene",0.869551441231703,0.00026404537885516,0.00762990143926823,"MEDAG"
"MSTRG.3986","gene",0.843926703027065,0.000265939637737578,0.00764287393671908,"GPC6"
"MSTRG.1829","gene",0.907004763889223,0.000271496248968162,0.00773525781647119,"VCL"
"MSTRG.8503","gene",0.855543940360403,0.000273382479794027,0.00773525781647119,"SSB"
"MSTRG.10320","gene",0.814549806195179,0.000273542589198206,0.00773525781647119,"FAM162A"
"MSTRG.8833","gene",0.822492573355799,0.000277613736394677,0.00780356014348627,"COPS8"
"MSTRG.13992","gene",0.843265208464372,0.000278909392420368,0.00780356014348627,"ASAH1"
"MSTRG.14335","gene",0.688225159393868,0.000282836313387436,0.00787178118522505,"COL14A1"
"MSTRG.12452","gene",0.845929458870402,0.000286976355884039,0.00794518832416124,"CD164"
"MSTRG.8883","gene",0.809887273547171,0.000292526636699986,0.00805667111911211,"TBC1D20"
"MSTRG.114","gene",1.25780113116427,0.000294360057052523,0.00806516052691058,"SRM"
"MSTRG.15636","gene",0.903221737689572,0.000297244204893854,0.00810220286329227,"RPS4Y1"
"MSTRG.3541","gene",0.859000857255383,0.000310233081092903,0.0083679675839612,"LTA4H"
"MSTRG.15382","gene",0.863013561437774,0.000311536333699292,0.0083679675839612,"HNRNPH2"
"MSTRG.15382","gene",0.863013561437774,0.000311536333699292,0.0083679675839612,"RPL36A"
"MSTRG.6879","gene",0.887717937889491,0.000311741606285998,0.0083679675839612,"LMAN1"
"MSTRG.3166","gene",0.88126415828833,0.000316446550269522,0.00838892943778977,"RASSF8"
"MSTRG.5000","gene",0.863619982471051,0.000317153502424228,0.00838892943778977,"MORF4L1"
"MSTRG.7033","gene",1.13136477493706,0.000317281748781761,0.00838892943778977,"PLIN3"
"MSTRG.5325","gene",0.844899060876838,0.000326328903898943,0.00858521016824681,"ARL6IP1"
"MSTRG.15364","gene",0.813278866278357,0.000331590959892214,0.00866560116523572,"."
"MSTRG.6128","gene",3.42486529065543,0.000332662071963474,0.00866560116523572,"RNF135"
"MSTRG.10815","gene",0.902754111233987,0.000336572434496141,0.00866875424387338,"RPL9"
"MSTRG.11564","gene",0.84002101376128,0.000337233230105705,0.00866875424387338,"RHOBTB3"
"MSTRG.10499","gene",0.842818365725965,0.000338858531329533,0.00866875424387338,"RSRC1"
"MSTRG.3589","gene",0.849545335243068,0.000340021635695353,0.00866875424387338,"ALDH1L2"
"MSTRG.9117","gene",0.867303458394708,0.000340979743329362,0.00866875424387338,"SERINC3"
"MSTRG.9641","gene",1.14837053051492,0.000354272955864876,0.00884157994516447,"LGALS1"
"MSTRG.13","gene",1.14511725404203,0.000354805872324837,0.00884157994516447,"NOC2L"
"MSTRG.1299","gene",1.12408522381691,0.00035664073471664,0.00884157994516447,"CSRP1"
"MSTRG.2273","gene",0.911348894000173,0.000357029284765664,0.00884157994516447,"EIF4G2"
"MSTRG.13536","gene",1.09733159981503,0.000357323731750903,0.00884157994516447,"MDH2"
"MSTRG.321","gene",0.871383800339243,0.000357809778416263,0.00884157994516447,"PTP4A2"
"MSTRG.10263","gene",0.884435328069311,0.000361434630116952,0.00887987719484789,"RPL24"
"MSTRG.2593","gene",1.1462399100254,0.000362718130500594,0.00887987719484789,"FIBP"
"MSTRG.14379","gene",0.834239745243742,0.00036848567799308,0.00897950352639358,"CCN4"
"MSTRG.3326","gene",1.16597076117083,0.000370493905475833,0.0089809684963649,"C12orf10"
"MSTRG.2631","gene",1.27811054143391,0.000371942530390301,0.0089809684963649,"GRK2"
"MSTRG.11909","gene",1.13336821345807,0.000378989889899817,0.00908903521514303,"STC2"
"MSTRG.234","gene",0.818950888513716,0.000379855669921825,0.00908903521514303,"PNRC2"
"MSTRG.7461","gene",1.28656935406844,0.000387088946113279,0.00922038895066224,"BLVRB"
"MSTRG.11842","gene",0.920172024583685,0.000393833850103498,0.00927769792365733,"SPARC"
"MSTRG.9963","gene",0.853476403669753,0.000394824729019749,0.00927769792365733,"EIF1B"
"MSTRG.1634","gene",0.826545879539457,0.000394856132326371,0.00927769792365733,"ARHGAP21"
"MSTRG.1180","gene",0.7197428925758,0.000396512808386262,0.00927769792365733,"DPT"
"MSTRG.9366","gene",0.84110064792023,0.000402495312739504,0.0093761903690154,"ETS2"
"MSTRG.14190","gene",0.886216395018635,0.000416098004426324,0.00952900952927081,"RPL7"
"MSTRG.3061","gene",0.895463259425188,0.000420334764586361,0.00952900952927081,"LPCAT3"
"MSTRG.15353","gene",0.912180588796102,0.000421971094456408,0.00952900952927081,"PGK1"
"MSTRG.2179","gene",1.41698564523111,0.000422547716449673,0.00952900952927081,"TSPAN4"
"MSTRG.1169","gene",0.878164557938041,0.00042256072929181,0.00952900952927081,"MPZL1"
"MSTRG.3314","gene",0.882118257569845,0.000423367567316202,0.00952900952927081,"EIF4B"
"MSTRG.15403","gene",0.890714774168593,0.000424592289974379,0.00952900952927081,"MORF4L2"
"MSTRG.14156","gene",0.870390487886589,0.000424627272881728,0.00952900952927081,"RAB2A"
"MSTRG.6939","gene",1.20701860766494,0.000425273496389544,0.00952900952927081,"GPX4"
"MSTRG.13736","gene",0.915439432183156,0.000428122690641963,0.00955237463339537,"LAMB1"
"MSTRG.12402","gene",0.832934850730471,0.000435030420566029,0.00957125163761398,"SYNCRIP"
"MSTRG.13773","gene",1.09528531745857,0.000435156024880534,0.00957125163761398,"ARF5"
"MSTRG.12656","gene",0.823110011880187,0.00043546016976248,0.00957125163761398,"SOD2"
"MSTRG.761","gene",1.17656115777911,0.000436208707387475,0.00957125163761398,"AMPD2"
"MSTRG.3311","gene",1.3671639351661,0.000438363264811503,0.00957878076166624,"KRT18"
"MSTRG.10256","gene",0.922450467291751,0.000456660829958544,0.00993306981362535,"TFG"
"MSTRG.14314","gene",0.870495105524686,0.000458333781112819,0.00993306981362535,"EIF3E"
"MSTRG.2652","gene",1.48567308718732,0.000462800462920132,0.00996795160758047,"NDUFS8"
"MSTRG.11350","gene",0.848474290920438,0.000463713331214977,0.00996795160758047,"DAB2"
"MSTRG.13374","gene",0.806850256836768,0.000467798333236846,0.0100029320233987,"NT5C3A"
"MSTRG.14808","gene",0.843959971861283,0.000470337897930051,0.0100029320233987,"LPAR1"
"MSTRG.9220","gene",0.906877075252262,0.000471413942789267,0.0100029320233987,"PRELID3B"
"MSTRG.9220","gene",0.906877075252262,0.000471413942789267,0.0100029320233987,"SLMO2-ATP5E"
"MSTRG.9220","gene",0.906877075252262,0.000471413942789267,0.0100029320233987,"ATP5F1E"
"MSTRG.6586","gene",1.19897382888299,0.000472907149366431,0.0100029320233987,"SPHK1"
"MSTRG.13673","gene",1.26326622442952,0.000479496726866313,0.0101019071381238,"TRIP6"
"MSTRG.836","gene",1.14130671885261,0.000482202648817043,0.0101139250777117,"PHGDH"
"MSTRG.4314","gene",0.858277363226568,0.000483892406327735,0.0101139250777117,"HIF1A"
"MSTRG.3193","gene",0.839650940722613,0.000488670622715293,0.0101381007911603,"ERGIC2"
"MSTRG.14029","gene",0.817533722245843,0.000490457573403935,0.0101381007911603,"STC1"
"MSTRG.7825","gene",1.12656093250666,0.000490800643444977,0.0101381007911603,"UBE2M"
"MSTRG.7825","gene",1.12656093250666,0.000490800643444977,0.0101381007911603,"CHMP2A"
"MSTRG.6976","gene",1.12232925219954,0.000494373352328603,0.0101721645412983,"OAZ1"
"MSTRG.7002","gene",1.17409031356038,0.000500484231444664,0.0102202072489938,"PIAS4"
"MSTRG.13802","gene",0.914385243564473,0.000504382500597589,0.0102202072489938,"MEST"
"MSTRG.6387","gene",1.19695419919533,0.000505048672861053,0.0102202072489938,"COL1A1"
"MSTRG.15583","gene",1.17613604668581,0.000506064487802882,0.0102202072489938,"FLNA"
"MSTRG.4952","gene",1.24719085374473,0.000511555680801301,0.0102202072489938,"SEMA7A"
"MSTRG.27","gene",1.14674334088429,0.000511871683297915,0.0102202072489938,"MXRA8"
"MSTRG.13788","gene",1.19971442988019,0.000512429988099639,0.0102202072489938,"FLNC"
"MSTRG.2427","gene",1.24976675831527,0.000513513199689175,0.0102202072489938,"SLC39A13"
"MSTRG.10848","gene",0.834657135449245,0.000516050524542178,0.0102202072489938,"SGCB"
"MSTRG.7642","gene",1.19606668477797,0.000519528555424253,0.0102202072489938,"RRAS"
"MSTRG.10913","gene",0.873181900748225,0.000519920439598698,0.0102202072489938,"SEPTIN11"
"MSTRG.10497","gene",0.847193024535379,0.000521254034548946,0.0102202072489938,"PTX3"
"MSTRG.5492","gene",1.28782300897669,0.000521833577388109,0.0102202072489938,"TGFB1I1"
"MSTRG.6569","gene",1.29403227327407,0.000525148274799547,0.0102471737163838,"GALK1"
"MSTRG.7295","gene",1.37210583214555,0.000529250554655913,0.0102892534302223,"CRLF1"
"MSTRG.13575","gene",0.821173468055267,0.000531281465030453,0.0102909025167804,"STEAP1"
"MSTRG.6112","gene",1.09023746079847,0.000537518814110793,0.0103153020206692,"GIT1"
"MSTRG.3357","gene",1.26023948963845,0.000537586372135301,0.0103153020206692,"ITGA5"
"MSTRG.9028","gene",0.90122817408087,0.000538393221956257,0.0103153020206692,"EIF2S2"
"MSTRG.14429","gene",1.28646361298394,0.000558989602709614,0.010671252776637,"BOP1"
"MSTRG.4114","gene",1.15388562660125,0.000564400671678622,0.0107357940713545,"LRP10"
"MSTRG.7218","gene",1.14781449526758,0.00056981932626532,0.0107429798144165,"ADGRE5"
"MSTRG.11222","gene",0.8104521514939,0.000570941938629388,0.0107429798144165,"ACSL1"
"MSTRG.10035","gene",1.33186990906034,0.000572010415316293,0.0107429798144165,"COL7A1"
"MSTRG.11688","gene",0.939480334328553,0.000576512483678515,0.0107429798144165,"VDAC1"
